file_name,audio_path,transcription,domain,voice,transcription_romanized,inference_time,mcd,f0_rmse,f0_correlation,duration_ratio
000719_mekdes.wav,Dataset_4.0h/audio/000719_mekdes.wav,የንግድ ምልክት ዝውውር ህጋዊ ውጤት የሚኖረው በንግድ መዝገብ ውስጥ ሲመዘገብ ብቻ ሲሆን ዝውውሩ የተደረገው በሽያጭ ወይም በስጦታ መሆኑ በውሉ ላይ በግልጽ መቀመጥ እና በሁለቱ ወገኖች ፊርማ ተረጋግጦ ለሚመለከተው አካል መቅረብ አለበት ።,Unknown,Unknown,yanegede melekete zewewere hegaawi weteete yaminorawe banegede mazegabe wesete simazagabe bechaa sihone zeweweru yatadaragawe basheyaache wayeme basetotaa mahonu bawelu laaye bageletse maqamate enaa bahulatu waganoche firemaa taragaageto lamimalakatawe akaale maqerabe alabate .,0.0013179779052734375,,,,
000724_mekdes.wav,Dataset_4.0h/audio/000724_mekdes.wav,በዚህ የድንበር ስምምነት መሰረት ሁለቱም ሀገራት የየራሳቸውን የግዛት አንድነት ለማክበር የተስማሙ ሲሆን በድንበር አካባቢ የሚነሱ ማናቸውም አለመግባባቶች በጋራ የድንበር ኮሚሽን አማካኝነት በሰላማዊ ውይይት እንዲፈቱ በህግ ግዴታ ገብተዋል ።,Unknown,Unknown,bazihe yadenebare sememenate masarate hulatume hagaraate yayaraasaachawene yagezaate anedenate lamaakebare yatasemaamu sihone badenebare akaabaabi yaminasu maanaachaweme alamagebaabaatoche bagaaraa yadenebare komishene amaakaanyenate basalaamaawi weyeyete enedifatu bahege gedeetaa gabetawaale .,0.001233816146850586,,,,
000295_ameha.wav,Dataset_4.0h/audio/000295_ameha.wav,ማንኛውም ህዝባዊ ምርጫ በፍትሃዊነት እና በነጻነት የሚካሄድ መሆኑን የማረጋገጥ ህገመንግስታዊ ግዴታ በምርጫ ቦርድ ላይ ተጥልዋል።,Unknown,Unknown,maanenyaaweme hezebaawi merechaa bafetehaawinate enaa banatsaanate yamikaaheede mahonune yamaaragaagate hegamanegesetaawi gedeetaa bamerechaa borede laaye tatelewaale.,0.0007600784301757812,,,,
000701_gtts_aug1.wav,Dataset_4.0h/audio/000701_gtts_aug1.wav,የንግድ ማህበር ስራ አስኪያጅ በጤና እክል ወይም በሌላ በቂ ምክንያት ስራውን ማከናወን ካልቻለ የዳይሬክተሮች ቦርድ ጊዜያዊ ስራ አስኪያጅ የመሾም ስልጣን ያለው ሲሆን ይህ ሹመትም ለሚቀጥለው ጠቅላላ ጉባኤ ቀርቦ መጽደቅ አለበት ።,Unknown,Unknown,yanegede maahebare seraa asekiyaaje bateenaa ekele wayeme baleelaa baqi mekeneyaate seraawene maakanaawane kaalechaala yadaayereeketaroche borede gizeeyaawi seraa asekiyaaje yamashome seletaane yaalawe sihone yehe shumateme lamiqatelawe taqelaalaa gubaaee qarebo matsedaqe alabate .,0.0013310909271240234,,,,
000251_ameha_aug1.wav,Dataset_4.0h/audio/000251_ameha_aug1.wav,በወንጀል ህግ መሰረት ጥፋተኛ ተብሎ የተወሰነበት ሰው የቅጣት ውሳኔው ከጸና በኋላ ይግባኝ የመጠየቅ መብቱ የተጠበቀ ቢሆንም ይግባኙን ማቅረብ ያለበት የቅጣት ውሳኔው በተሰጠ በስልሳ ቀናት ውስጥ መሆን እንዳለበት የሰነ ሰርአት ህጉ ያስረዳል ።,Unknown,Unknown,bawanejale hege masarate tefaatanyaa tabelo yatawasanabate sawe yaqetaate wesaaneewe katsanaa baxwaalaa yegebaanye yamatayaqe mabetu yatatabaqa bihoneme yegebaanyune maaqerabe yaalabate yaqetaate wesaaneewe batasata baselesaa qanaate wesete mahone enedaalabate yasana sareate hegu yaaseradaale .,0.0012280941009521484,,,,
000726_ameha.wav,Dataset_4.0h/audio/000726_ameha.wav,የፍርድ ቤት ክፍያዎች የሚከተሉትን ያጠቃልላሉ አንደኛ የክስ መክፈቻ ክፍያ ሁለተኛ የሰነድ ቅጂ ክፍያ ሶስተኛ የይግባኝ ክፍያ እና አራተኛ የአስፈጻሚ ክፍያ ሲሆኑ እያንዳንዳቸው በህግ የተወሰኑ ናቸው።,Unknown,Unknown,yaferede beete kefeyaawoche yamikatalutene yaataqaalelaalu anedanyaa yakese makefachaa kefeyaa hulatanyaa yasanade qeji kefeyaa sosetanyaa yayegebaanye kefeyaa enaa araatanyaa yaasefatsaami kefeyaa sihonu eyaanedaanedaachawe bahege yatawasanu naachawe.,0.0010428428649902344,,,,
000461_mekdes.wav,Dataset_4.0h/audio/000461_mekdes.wav,የንግድ ስም ማስታወቂያ በጋዜጣ የሚወጣው ሶስተኛ ወገኖች ተቃውሞ ካላቸው እንዲያቀርቡ ለማስቻል ሲሆን ተቃውሞው በአስራ አምስት ቀናት ውስጥ ካልቀረበ መዝጋቢው አካል የንግድ ስሙን መዝግቦ የምስክር ወረቀት ለባለቤቱ ይሰጣል ።,Unknown,Unknown,yanegede seme maasetaawaqiyaa bagaazeetaa yamiwataawe sosetanyaa waganoche taqaawemo kaalaachawe enediyaaqarebu lamaasechaale sihone taqaawemowe baaseraa amesete qanaate wesete kaaleqaraba mazegaabiwe akaale yanegede semune mazegebo yamesekere waraqate labaalabeetu yesataale .,0.0011420249938964844,,,,
000455_mekdes_aug1.wav,Dataset_4.0h/audio/000455_mekdes_aug1.wav,የታክስ አስተዳደር አዋጅ ቁጥር ዘጠኝ መቶ ሰባ አምስት አንቀጽ ሁለት መቶ አራት አስር አራት እንደሚያመለክተው ማንኛውም ግብር ከፋይ የታክስ ባለስልጣኑ የሰጠውን የታክስ ውሳኔ በመቃወም ለከፍተኛ ፍርድ ቤት ይግባኝ ሲያቀርብ ፍርድ ቤቱ ጉዳዩን መርምሮ የመጨረሻ ውሳኔ እስኪሰጥ ድረስ ግብር ከፋዩ ግብሩን የመክፈል ግዴታው ለጊዜው ታግዶ ሊቆይ ይችላል ።,Unknown,Unknown,yataakese asetadaadare awaaje qutere zatanye mato sabaa amesete aneqatse hulate mato araate asere araate enedamiyaamalaketawe maanenyaaweme gebere kafaaye yataakese baalaseletaanu yasatawene yataakese wesaanee bamaqaawame lakafetanyaa ferede beete yegebaanye siyaaqarebe ferede beetu gudaayune maremero yamacharashaa wesaanee esekisate derase gebere kafaayu geberune yamakefale gedeetaawe lagizeewe taagedo liqoye yechelaale .,0.0017681121826171875,,,,
000270_mekdes.wav,Dataset_4.0h/audio/000270_mekdes.wav,አንድ የፍርድ ቤት ትእዛዝ በግልጽ ካልተጻፈ ወይም አፈጻጸሙ ግልጽ ካልሆነ የሚመለከተው አካል ከፍርድ ቤቱ ተጨማሪ ማብራሪያ የመጠየቅ መብት ይኖረዋል።,Unknown,Unknown,anede yaferede beete teezaaze bageletse kaaletatsaafa wayeme afatsaatsamu geletse kaalehona yamimalakatawe akaale kaferede beetu tachamaari maaberaariyaa yamatayaqe mabete yenorawaale.,0.0010349750518798828,,,,
000815_ameha_aug1.wav,Dataset_4.0h/audio/000815_ameha_aug1.wav,የመጥሪያ ወረቀት ማለት ተከሳሹ ለፍርድ ቤት እንዲቀርብ የሚያዝ የጽሁፍ ትእዛዝ ሲሆን ይህም የህግ ሂደቱን ለመጀመር ያገለግላል።,Unknown,Unknown,yamateriyaa waraqate maalate takasaashu laferede beete enediqarebe yamiyaaze yatsehufe teezaaze sihone yeheme yahege hidatune lamajamare yaagalagelaale.,0.0007948875427246094,,,,
000862_gtts_aug1.wav,Dataset_4.0h/audio/000862_gtts_aug1.wav,በወንጀል ህግ አንቀጽ አምስት መቶ አስር መሰረት በሰዎች መካከል ግጭት እንዲነሳ የሚቀሰቅስ ንግግር ማድረግ ወይም የጥላቻ ንግግርን በመገናኛ ብዙሀን ማሰራጨት በህግ የሚያስቀጣ ወንጀል ሲሆን ተከሳሹ ድርጊቱን የፈጸመው ሆን ብሎ ረብሻ እንዲነሳ ለማድረግ መሆኑ ከተረጋገጠ ቅጣቱ ከፍተኛ ይሆናል ።,Unknown,Unknown,bawanejale hege aneqatse amesete mato asere masarate basawoche makaakale gechete enedinasaa yamiqasaqese negegere maaderage wayeme yatelaachaa negegerene bamaganaanyaa bezuhane maasaraachate bahege yamiyaaseqataa wanejale sihone takasaashu deregitune yafatsamawe hone belo rabeshaa enedinasaa lamaaderage mahonu kataragaagata qetaatu kafetanyaa yehonaale .,0.0017588138580322266,,,,
000269_ameha_aug1.wav,Dataset_4.0h/audio/000269_ameha_aug1.wav,የአለም አቀፍ የወንጀለኞች ፍርድ ቤት ሮም ስታትዩት ማለት የዘር ማጥፋትን በሰው ልጆች ላይ የሚፈጸሙ ወንጀሎችን የጦር ወንጀሎችን እና የጥቃት ወንጀሎችን የሚፈጽሙ ግለሰቦችን በቁጥጥር ስር ለማዋል እና ለፍርድ ለማቅረብ የተቋቋመ የቋሚ ፍርድ ቤት መመስረቻ ሰነድ ሲሆን ይህም የአለም አቀፍ ፍትህን ለማረጋገጥ የታለመ ነው ።,Unknown,Unknown,yaalame aqafe yawanejalanyoche ferede beete rome setaateyute maalate yazare maatefaatene basawe lejoche laaye yamifatsamu wanejalochene yatore wanejalochene enaa yateqaate wanejalochene yamifatsemu gelasabochene baqutetere sere lamaawaale enaa laferede lamaaqerabe yataqwaaqwaama yaqwaami ferede beete mamaserachaa sanade sihone yeheme yaalame aqafe fetehene lamaaragaagate yataalama nawe .,0.0016148090362548828,,,,
000201_ameha_aug1.wav,Dataset_4.0h/audio/000201_ameha_aug1.wav,የህግ ውክልና ዋና ዋና ግዴታዎች የሚከተሉት ናቸው አንደኛ የደንበኛውን ጥቅም መጠበቅ ሁለተኛ ሚስጥራዊነትን ማክበር ሶስተኛ የህግ ምክር መስጠት እና አራተኛ በፍርድ ቤት መወከል የሚሉት ናቸው።,Unknown,Unknown,yahege wekelenaa waanaa waanaa gedeetaawoche yamikatalute naachawe anedanyaa yadanebanyaawene teqeme matabaqe hulatanyaa miseteraawinatene maakebare sosetanyaa yahege mekere masetate enaa araatanyaa baferede beete mawakale yamilute naachawe.,0.0009968280792236328,,,,
000161_ameha.wav,Dataset_4.0h/audio/000161_ameha.wav,የተባበሩት መንግስታት ድርጅት የጸጥታው ምክር ቤት በአንድ ሀገር ላይ የሚወሰድ የሰላም ማስከበር ስራ ውጤታማ እንዲሆን የሁለቱንም ተከራካሪ ወገኖች ፍቃደኝነት ማግኘት አስፈላጊ መሆኑን እና በገለልተኝነት እንዲሁም የሀይል እርምጃን ለመከላከያ ብቻ በመጠቀም መርህ ላይ ተመስርቶ ሊከናወን እንደሚገባ በድጋሚ ያረጋግጣል ።,Unknown,Unknown,yatabaabarute manegesetaate derejete yatsatetaawe mekere beete baanede hagare laaye yamiwasade yasalaame maasekabare seraa weteetaamaa enedihone yahulatuneme takaraakaari waganoche feqaadanyenate maagenyate asefalaagi mahonune enaa bagalaletanyenate enedihume yahayele eremejaane lamakalaakayaa bechaa bamataqame marehe laaye tamasereto likanaawane enedamigabaa badegaami yaaragaagetaale .,0.0016210079193115234,,,,
000555_ameha_aug1.wav,Dataset_4.0h/audio/000555_ameha_aug1.wav,የገንዘብ ዝውውር በብሄራዊ ባንክ ቁጥጥር ስር ነው።,Unknown,Unknown,yaganezabe zewewere babeheeraawi baaneke qutetere sere nawe.,0.0003178119659423828,,,,
000729_gtts_aug1.wav,Dataset_4.0h/audio/000729_gtts_aug1.wav,የአለም አቀፍ የንግድ ክርክር ሽምግልና ስምምነት መሰረት በሁለት የግል ኩባንያዎች መካከል የሚነሳ ማንኛውም የውል አለመግባባት በገለልተኛ ዳኞች እንዲታይ የሚደረግ ሲሆን የዳኞቹ ውሳኔም በመጨረሻነት በሁለቱም ወገኖች ላይ ተፈጻሚነት እንደሚኖረው እና ውሳኔውም በሀገሪቱ ፍርድ ቤቶች በኩል እንደሚፈጸም በዝርዝር ይደነግጋል ።,Unknown,Unknown,yaalame aqafe yanegede kerekere shemegelenaa sememenate masarate bahulate yagele kubaaneyaawoche makaakale yaminasaa maanenyaaweme yawele alamagebaabaate bagalaletanyaa daanyoche eneditaaye yamidarage sihone yadaanyochu wesaaneeme bamacharashaanate bahulatume waganoche laaye tafatsaaminate enedaminorawe enaa wesaaneeweme bahagaritu ferede beetoche bakule enedamifatsame bazerezere yedanagegaale .,0.001766204833984375,,,,
000401_mekdes_aug1.wav,Dataset_4.0h/audio/000401_mekdes_aug1.wav,የጋብቻ ስጦታ ማለት ተጋቢዎች ከመጋባታቸው በፊት ወይም በጋብቻ ወቅት እርስ በእርሳቸው የሚሰጣጡት ንብረት ሲሆን ይህም ስጦታ በጽሁፍ ካልተረጋገጠ ወይም በኑዛዜ ካልተደገፈ በስተቀር ጋብቻው በሚፈርስበት ጊዜ ለጋሹ ንብረቱን መልሶ የመጠየቅ መብት እንደማይኖረው በህጉ ተመልክትዋል ።,Unknown,Unknown,yagaabechaa setotaa maalate tagaabiwoche kamagaabaataachawe bafite wayeme bagaabechaa waqete erese baeresaachawe yamisataatute neberate sihone yeheme setotaa batsehufe kaaletaragaagata wayeme banuzaazee kaaletadagafa basetaqare gaabechaawe bamifaresebate gizee lagaashu neberatune maleso yamatayaqe mabete enedamaayenorawe bahegu tamaleketewaale .,0.001672983169555664,,,,
000702_ameha.wav,Dataset_4.0h/audio/000702_ameha.wav,በአንቀጽ አምስት ሺህ አምስት መቶ ሃምሳ አምስት መሰረት ማንኛውም ሰው የሌላውን ሰው የፈጠራ ስራ ወይም የደራሲነት መብት ያለፈቃድ ለግል ጥቅሙ ያዋለ እንደሆነ ድርጊቱ የአእምሮአዊ ንብረት ስርቆት ተደርጎ የሚቆጠር ሲሆን ተጎጂው የካሳ ክፍያ እና ድርጊቱ እንዲቆም የመጠየቅ መብት አለው ።,Unknown,Unknown,baaneqatse amesete shihe amesete mato haamesaa amesete masarate maanenyaaweme sawe yaleelaawene sawe yafataraa seraa wayeme yadaraasinate mabete yaalafaqaade lagele teqemu yaawaala enedahona deregitu yaaemeroawi neberate sereqote tadarego yamiqotare sihone tagojiwe yakaasaa kefeyaa enaa deregitu enediqome yamatayaqe mabete alawe .,0.001374959945678711,,,,
000476_ameha_aug1.wav,Dataset_4.0h/audio/000476_ameha_aug1.wav,በሁለት መንግስታት መካከል የሚደረግ የድንበር ስምምነት ውጤታማ እንዲሆን እና በህግ ፊት ጸንቶ እንዲቆይ ከተፈለገ ስምምነቱ በሁለቱም ሀገራት ይፋዊ ጋዜጣ ላይ ታትሞ መውጣት ያለበት ሲሆን ይህም ሂደት ከተጠናቀቀ በኋላ በሰላሳ ቀናት ውስጥ ለአለም አቀፍ ድርጅት መመዝገብ እንዳለበት በግልጽ ተቀምጥዋል ።,Unknown,Unknown,bahulate manegesetaate makaakale yamidarage yadenebare sememenate weteetaamaa enedihone enaa bahege fite tsaneto enediqoye katafalaga sememenatu bahulatume hagaraate yefaawi gaazeetaa laaye taatemo mawetaate yaalabate sihone yeheme hidate katatanaaqaqa baxwaalaa basalaasaa qanaate wesete laalame aqafe derejete mamazegabe enedaalabate bageletse taqametewaale .,0.0014350414276123047,,,,
000821_mekdes.wav,Dataset_4.0h/audio/000821_mekdes.wav,የውል ማሻሻያ ሰነድ ከዋናው ውል ጋር ተያይዞ የሚቀመጥ እና የውሉ አካል ሆኖ የሚያገለግል ሲሆን በሁለቱ ሰነዶች መካከል ግጭት ቢፈጠር የኋለኛው ወይም አዲሱ ሰነድ በህግ ፊት የበላይነት እንደሚኖረው እንደ አንድ መሰረታዊ መርህ ይታያል ።,Unknown,Unknown,yawele maashaashaayaa sanade kawaanaawe wele gaare tayaayezo yamiqamate enaa yawelu akaale hono yamiyaagalagele sihone bahulatu sanadoche makaakale gechete bifatare yaxwaalanyaawe wayeme adisu sanade bahege fite yabalaayenate enedaminorawe eneda anede masarataawi marehe yetaayaale .,0.0011570453643798828,,,,
000771_mekdes_aug1.wav,Dataset_4.0h/audio/000771_mekdes_aug1.wav,ሶስት መቶ ሰባ። የህዝብ ተወካዮች ምክር ቤት የውጭ ብድር ስምምነቶችን የማጽደቅ ስልጣን ያለው ሲሆን ይህንንም የሀገሪቱን ጥቅም መሰረት በማድረግ ያከናውናል።,Unknown,Unknown,sosete mato sabaa. yahezebe tawakaayoche mekere beete yaweche bedere sememenatochene yamaatsedaqe seletaane yaalawe sihone yeheneneme yahagaritune teqeme masarate bamaaderage yaakanaawenaale.,0.0008420944213867188,,,,
000105_ameha_aug1.wav,Dataset_4.0h/audio/000105_ameha_aug1.wav,በአንቀጽ ዘጠኝ ሺህ ዘጠኝ መቶ ዘጠና ዘጠኝ መሰረት ማንኛውም ሰው በህገ ወጥ መንገድ የጦር መሳሪያ የያዘ ወይም ዝውውር የፈጸመ እንደሆነ ድርጊቱ የሀገርን ሰላም እና ጸጥታ የሚጎዳ በመሆኑ መሳሪያው ለመንግስት እንዲወረስ እና ግለሰቡ ከአምስት እስከ አስር አመት በሚደርስ ጽኑ እስራት እንዲቀጣ የሚል ውሳኔ ይሰጣል ።,Unknown,Unknown,baaneqatse zatanye shihe zatanye mato zatanaa zatanye masarate maanenyaaweme sawe bahega wate manegade yatore masaariyaa yayaaza wayeme zewewere yafatsama enedahona deregitu yahagarene salaame enaa tsatetaa yamigodaa bamahonu masaariyaawe lamanegesete enediwarase enaa gelasabu kaamesete eseka asere amate bamidarese tsenu eseraate enediqataa yamile wesaanee yesataale .,0.0015099048614501953,,,,
000565_gtts_aug1.wav,Dataset_4.0h/audio/000565_gtts_aug1.wav,የመንግስት ሰራተኞች የህዝብን ጥቅም ለማስጠበቅ የተሾሙ በመሆናቸው ከግል ፍላጎት ነጻ ሆነው መስራት አለባቸው።,Unknown,Unknown,yamanegesete saraatanyoche yahezebene teqeme lamaasetabaqe yatashomu bamahonaachawe kagele felaagote natsaa honawe maseraate alabaachawe.,0.0006129741668701172,,,,
000389_ameha.wav,Dataset_4.0h/audio/000389_ameha.wav,የፍርድ ቤት ክፍለ ጊዜ ሲጠናቀቅ የጉዳዩ ፋይሎች ሙሉ በሙሉ መዝጋት ይኖርባቸዋል እና አስፈላጊ ከሆነም የመዝገብ ቤት መላክ አለበት።,Unknown,Unknown,yaferede beete kefela gizee sitanaaqaqe yagudaayu faayeloche mulu bamulu mazegaate yenorebaachawaale enaa asefalaagi kahoname yamazegabe beete malaake alabate.,0.0006859302520751953,,,,
000001_mekdes_aug1.wav,Dataset_4.0h/audio/000001_mekdes_aug1.wav,የአለም አቀፍ የባህል ቅርሶች ዝውውር ቁጥጥር ስምምነት ማለት በህገ ወጥ መንገድ የወጡ ቅርሶችን ወደ ነበሩበት ሀገር ለመመለስ እና የቅርሶችን ደህንነት ለመጠበቅ የሚረዱ ደንቦች ስብስብ ሲሆን ይህም የሀገራትን ታሪካዊ ቅርስ እና ባህላዊ ማንነት ለመጠበቅ ወሳኝ እርምጃ ነው ።,Unknown,Unknown,yaalame aqafe yabaahele qeresoche zewewere qutetere sememenate maalate bahega wate manegade yawatu qeresochene wada nabarubate hagare lamamalase enaa yaqeresochene dahenenate lamatabaqe yamiradu daneboche sebesebe sihone yeheme yahagaraatene taarikaawi qerese enaa baahelaawi maanenate lamatabaqe wasaanye eremejaa nawe .,0.0014710426330566406,,,,
000976_ameha.wav,Dataset_4.0h/audio/000976_ameha.wav,የቤተሰብ ፍርድ ቤቶች ህጻናትን ከአካልና ከአእምሮ ጥቃት የመጠበቅ ህገ መንግስታዊ ግዴታ አለባቸው።,Unknown,Unknown,yabeetasabe ferede beetoche hetsaanaatene kaakaalenaa kaaemero teqaate yamatabaqe hega manegesetaawi gedeetaa alabaachawe.,0.0005831718444824219,,,,
001024_gtts.wav,Dataset_4.0h/audio/001024_gtts.wav,አንድ አገር ከአለም አቀፍ የኢንዱስትሪ ልማት ድርጅት ጋር ባላት ስምምነት መሰረት የማምረቻ ዘርፍዋን ለማሳደግ የሚያስችሉ ፖሊሲዎችን የመቅረጽ እና ለአነስተኛ እና መካከለኛ ኢንተርፕራይዞች የቴክኒክ ድጋፍ የማድረግ ግዴታ ያለባት ሲሆን ድርጅቱም የኢንቨስትመንት ፍሰትን ለማሳደግ የሚያስችሉ ስራዎችን በጋራ የመስራት ሀላፊነት አለበት ።,Unknown,Unknown,anede agare kaalame aqafe yaineduseteri lemaate derejete gaare baalaate sememenate masarate yamaamerachaa zarefewaane lamaasaadage yamiyaasechelu polisiwochene yamaqeratse enaa laanasetanyaa enaa makaakalanyaa inetareperaayezoche yateekenike degaafe yamaaderage gedeetaa yaalabaate sihone derejetume yainevasetemanete fesatene lamaasaadage yamiyaasechelu seraawochene bagaaraa yamaseraate halaafinate alabate .,0.0016629695892333984,,,,
000561_ameha_aug1.wav,Dataset_4.0h/audio/000561_ameha_aug1.wav,የመሬት ይዞታ መብት የሚገኘው በመንግስት ከተሰጠ የመሬት ካርታ ወይም የይዞታ ሰነድ ሲሆን ይህ ሰነድ የመሬቱን ወሰን እና የባለቤቱን መብቶች በግልጽ ያስቀምጣል።,Unknown,Unknown,yamareete yezotaa mabete yamiganyawe bamanegesete katasata yamareete kaaretaa wayeme yayezotaa sanade sihone yehe sanade yamareetune wasane enaa yabaalabeetune mabetoche bageletse yaaseqametaale.,0.0008339881896972656,,,,
000931_mekdes.wav,Dataset_4.0h/audio/000931_mekdes.wav,ዘጠና ስድስት። የአስተዳደር አካላት ውሳኔዎችን በሚሰጡበት ጊዜ የፍትህ መርሆችን ማክበር ያለባቸው ሲሆን ይህም የማስረጃ አሰባሰብ እና የውሳኔ አሰጣጥ ሂደትን ያካትታል።,Unknown,Unknown,zatanaa sedesete. yaasetadaadare akaalaate wesaaneewochene bamisatubate gizee yafetehe marehochene maakebare yaalabaachawe sihone yeheme yamaaserajaa asabaasabe enaa yawesaanee asataate hidatene yaakaatetaale.,0.0009086132049560547,,,,
000080_mekdes.wav,Dataset_4.0h/audio/000080_mekdes.wav,የአስተዳደር ስነ ስርአት ደንብ ማለት የአስተዳደር አካላት ውሳኔዎችን ለመስጠት የሚከተልዋቸውን መርሆዎች እና አሰራሮች የሚያስቀምጥ ሰነድ ነው።,Unknown,Unknown,yaasetadaadare sena sereate danebe maalate yaasetadaadare akaalaate wesaaneewochene lamasetate yamikatalewaachawene marehowoche enaa asaraaroche yamiyaaseqamete sanade nawe.,0.0007619857788085938,,,,
000205_ameha_aug1.wav,Dataset_4.0h/audio/000205_ameha_aug1.wav,ይህ ደንብ የመንግስት አካላት ለተሰጣቸው ስልጣን ሙሉ በሙሉ ተጠያቂ መሆናቸውን ያረጋግጣል።,Unknown,Unknown,yehe danebe yamanegesete akaalaate latasataachawe seletaane mulu bamulu tatayaaqi mahonaachawene yaaragaagetaale.,0.0005230903625488281,,,,
000034_ameha_aug1.wav,Dataset_4.0h/audio/000034_ameha_aug1.wav,የፌደራል መንግስት የአስቸኳይ ጊዜ አዋጅ የማወጅ ስልጣን በአንቀጽ ዘጠና ሶስት ንኡስ አንቀጽ አንድ መሰረት የተሰጠው ነው።,Unknown,Unknown,yafeedaraale manegesete yaasechakwaaye gizee awaaje yamaawaje seletaane baaneqatse zatanaa sosete neuse aneqatse anede masarate yatasatawe nawe.,0.0006432533264160156,,,,
000942_gtts_aug1.wav,Dataset_4.0h/audio/000942_gtts_aug1.wav,በወንጀል ህግ አንቀጽ አምስት መቶ አራት አስር ስድስት መሰረት በህገ ወጥ መንገድ ሰዎችን ከአገር ማውጣት ወይም በሀገር ውስጥ የሰው ዝውውር መፈጸም በሰብአዊነት ላይ የሚፈጸም ወንጀል ሆኖ ተከሳሹ በዚህ ተግባር ከተሰማራ ንብረቱ እንዲወረስ እና በከባድ እስራት እንዲቀጣ ይደረጋል ።,Unknown,Unknown,bawanejale hege aneqatse amesete mato araate asere sedesete masarate bahega wate manegade sawochene kaagare maawetaate wayeme bahagare wesete yasawe zewewere mafatsame basabeawinate laaye yamifatsame wanejale hono takasaashu bazihe tagebaare katasamaaraa neberatu enediwarase enaa bakabaade eseraate enediqataa yedaragaale .,0.0013110637664794922,,,,
000775_mekdes_aug1.wav,Dataset_4.0h/audio/000775_mekdes_aug1.wav,የንግድ ስራን ለማስተላለፍ ወይም ለመሸጥ የሚከተሉትን ማምዋላት ያስፈልጋል አንደኛ የሽያጭ ውሉ በውል እና ማስረጃ መመዝገብ ሁለተኛ የግብር ሰነዶች መጣራት ሶስተኛ የንግድ ሚኒስቴር ፈቃድ መስጠት ናቸው ።,Unknown,Unknown,yanegede seraane lamaasetalaalafe wayeme lamashate yamikatalutene maamewaalaate yaasefalegaale anedanyaa yasheyaache welu bawele enaa maaserajaa mamazegabe hulatanyaa yagebere sanadoche mataaraate sosetanyaa yanegede miniseteere faqaade masetate naachawe .,0.0010650157928466797,,,,
